Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
15/08/2025,18:00,Girona,Vallecano,1,3,A,0,3,A,7,16,2,5,2,4,8,17,0,1,1,0
15/08/2025,20:30,Villarreal,Oviedo,2,0,H,2,0,H,25,5,10,4,10,1,10,8,1,2,0,1
16/08/2025,18:30,Mallorca,Barcelona,0,3,A,0,2,A,4,24,1,8,3,6,8,17,4,1,2,0
16/08/2025,20:30,Alaves,Levante,2,1,H,1,0,H,15,7,4,3,10,1,15,13,0,1,0,0
16/08/2025,20:30,Valencia,Sociedad,1,1,D,0,0,D,18,13,2,3,8,7,5,11,1,2,0,0
17/08/2025,16:00,Celta,Getafe,0,2,A,0,0,D,11,10,3,3,9,3,15,17,3,2,0,0
17/08/2025,18:30,Ath Bilbao,Sevilla,3,2,H,2,0,H,14,12,3,6,10,1,8,12,0,2,0,0
17/08/2025,20:30,Espanol,Ath Madrid,2,1,H,0,1,A,10,15,5,4,1,3,14,11,3,3,0,0
18/08/2025,20:00,Elche,Betis,1,1,D,0,1,A,6,12,2,4,1,3,14,13,0,1,0,0
19/08/2025,20:00,Real Madrid,Osasuna,1,0,H,0,0,D,18,2,5,0,7,0,10,12,1,0,0,1
22/08/2025,20:30,Betis,Alaves,1,0,H,1,0,H,16,11,5,5,5,2,10,17,2,3,0,0
23/08/2025,16:00,Mallorca,Celta,1,1,D,0,1,A,12,8,4,2,3,4,12,12,3,3,0,0
23/08/2025,18:30,Ath Madrid,Elche,1,1,D,1,1,D,13,6,6,2,10,2,14,7,0,3,0,0
23/08/2025,20:30,Levante,Barcelona,2,3,A,2,0,H,8,26,5,10,0,11,10,8,3,1,0,0
24/08/2025,16:00,Osasuna,Valencia,1,0,H,1,0,H,16,4,4,1,3,4,14,13,2,1,0,1
24/08/2025,18:30,Sociedad,Espanol,2,2,D,0,2,A,15,14,7,3,5,2,16,18,2,2,0,0
24/08/2025,18:30,Villarreal,Girona,5,0,H,4,0,H,19,5,7,2,8,1,8,9,1,2,0,0
24/08/2025,20:30,Oviedo,Real Madrid,0,3,A,0,1,A,6,26,3,10,1,9,8,7,2,1,0,0
25/08/2025,18:30,Ath Bilbao,Vallecano,1,0,H,0,0,D,11,6,4,1,3,6,13,13,0,4,0,0
25/08/2025,20:30,Sevilla,Getafe,1,2,A,1,1,D,12,9,3,6,5,3,10,24,2,2,0,0
27/08/2025,20:00,Celta,Betis,1,1,D,0,1,A,14,7,5,2,10,4,13,11,1,2,0,0
29/08/2025,18:30,Elche,Levante,2,0,H,0,0,D,16,11,5,1,4,2,14,17,1,2,0,0
29/08/2025,20:30,Valencia,Getafe,3,0,H,1,0,H,7,11,4,1,8,6,18,7,2,0,0,0
30/08/2025,16:00,Alaves,Ath Madrid,1,1,D,1,1,D,5,15,2,6,1,6,10,17,2,3,0,0
30/08/2025,18:00,Oviedo,Sociedad,1,0,H,1,0,H,8,18,1,6,1,10,7,18,2,1,0,0
30/08/2025,18:30,Girona,Sevilla,0,2,A,0,1,A,20,13,5,4,11,3,5,14,0,2,0,0
30/08/2025,20:30,Real Madrid,Mallorca,2,1,H,2,1,H,17,9,7,5,4,5,12,7,2,0,0,0
31/08/2025,16:00,Celta,Villarreal,1,1,D,0,0,D,10,8,2,3,1,5,11,8,1,1,0,0
31/08/2025,18:00,Betis,Ath Bilbao,1,2,A,0,0,D,9,15,2,6,4,10,9,16,1,4,0,1
31/08/2025,18:30,Espanol,Osasuna,1,0,H,0,0,D,10,10,4,3,2,3,13,14,2,3,0,0
31/08/2025,20:30,Vallecano,Barcelona,1,1,D,0,1,A,12,12,6,3,9,4,16,8,4,1,0,0
12/09/2025,20:00,Sevilla,Elche,2,2,D,1,0,H,7,5,3,2,2,2,23,19,4,3,0,0
13/09/2025,13:00,Getafe,Oviedo,2,0,H,2,0,H,10,5,3,1,4,3,12,18,2,5,0,1
13/09/2025,15:15,Sociedad,Real Madrid,1,2,A,0,2,A,23,16,4,6,12,4,17,7,2,1,0,1
13/09/2025,17:30,Ath Bilbao,Alaves,0,1,A,0,0,D,12,4,3,2,6,6,17,21,4,3,0,0
13/09/2025,20:00,Ath Madrid,Villarreal,2,0,H,1,0,H,8,8,3,1,8,3,12,15,2,4,0,0
14/09/2025,13:00,Celta,Girona,1,1,D,0,1,A,21,13,7,8,10,3,7,9,0,3,0,0
14/09/2025,15:15,Levante,Betis,2,2,D,2,1,H,5,28,2,9,4,12,16,11,3,2,0,0
14/09/2025,17:30,Osasuna,Vallecano,2,0,H,1,0,H,9,19,7,6,3,6,13,7,3,2,0,0
14/09/2025,20:00,Barcelona,Valencia,6,0,H,1,0,H,24,2,10,1,5,4,9,8,0,1,0,0
15/09/2025,20:00,Espanol,Mallorca,3,2,H,2,1,H,9,24,3,10,3,9,9,16,2,1,1,0
19/09/2025,20:00,Betis,Sociedad,3,1,H,1,1,D,21,11,6,5,3,5,7,20,3,7,0,0
20/09/2025,13:00,Girona,Levante,0,4,A,0,1,A,7,14,1,7,5,4,11,17,4,3,2,0
20/09/2025,15:15,Real Madrid,Espanol,2,0,H,1,0,H,16,8,5,1,5,3,10,20,2,0,0,0
20/09/2025,17:30,Alaves,Sevilla,1,2,A,1,1,D,8,9,5,3,4,4,20,19,1,7,0,0
20/09/2025,17:30,Villarreal,Osasuna,2,1,H,0,1,A,26,6,8,3,7,0,10,11,2,3,0,1
20/09/2025,20:00,Valencia,Ath Bilbao,2,0,H,0,0,D,13,11,5,5,5,6,13,6,1,1,0,1
21/09/2025,13:00,Vallecano,Celta,1,1,D,0,0,D,15,9,5,5,5,7,8,10,1,1,0,0
21/09/2025,15:15,Mallorca,Ath Madrid,1,1,D,0,0,D,8,12,3,7,3,6,14,6,0,0,0,1
21/09/2025,17:30,Elche,Oviedo,1,0,H,1,0,H,15,12,5,4,3,3,9,18,2,2,0,0
21/09/2025,20:00,Barcelona,Getafe,3,0,H,2,0,H,16,3,7,2,3,2,9,15,2,4,0,0
23/09/2025,18:00,Ath Bilbao,Girona,1,1,D,0,1,A,17,6,5,3,8,1,19,15,0,2,0,0
23/09/2025,18:00,Espanol,Valencia,2,2,D,0,1,A,21,5,10,2,8,3,9,9,1,4,0,0
23/09/2025,20:30,Levante,Real Madrid,1,4,A,0,2,A,11,24,2,10,1,7,17,9,1,1,0,0
23/09/2025,20:30,Sevilla,Villarreal,1,2,A,0,1,A,16,12,2,5,3,3,17,14,2,3,0,0
24/09/2025,18:00,Getafe,Alaves,1,1,D,0,0,D,7,10,1,4,2,7,14,20,2,3,0,0
24/09/2025,20:30,Ath Madrid,Vallecano,3,2,H,1,1,D,20,9,8,3,8,6,6,12,3,4,0,0
24/09/2025,20:30,Sociedad,Mallorca,1,0,H,0,0,D,17,7,4,3,11,2,13,15,2,2,0,0
25/09/2025,18:30,Osasuna,Elche,1,1,D,1,0,H,9,12,2,4,2,3,19,13,2,2,0,0
25/09/2025,20:30,Oviedo,Barcelona,1,3,A,1,0,H,7,22,3,10,6,9,10,6,1,0,0,0
26/09/2025,20:00,Girona,Espanol,0,0,D,0,0,D,12,20,3,5,8,4,9,11,0,1,0,0
27/09/2025,13:00,Getafe,Levante,1,1,D,0,1,A,11,11,4,3,6,2,15,16,4,3,0,0
27/09/2025,15:15,Ath Madrid,Real Madrid,5,2,H,2,2,D,13,6,7,2,7,2,17,14,5,4,0,0
27/09/2025,17:30,Mallorca,Alaves,1,0,H,1,0,H,12,12,3,3,4,8,14,18,2,3,0,0
27/09/2025,20:00,Villarreal,Ath Bilbao,1,0,H,0,0,D,14,16,5,4,6,5,13,11,2,0,0,0
28/09/2025,13:00,Vallecano,Sevilla,0,1,A,0,0,D,18,4,6,1,12,4,12,15,3,2,1,0
28/09/2025,15:15,Elche,Celta,2,1,H,1,1,D,17,8,8,2,7,2,12,20,3,3,0,0
28/09/2025,17:30,Barcelona,Sociedad,2,1,H,1,1,D,22,7,12,2,12,1,6,12,1,2,0,0
28/09/2025,20:00,Betis,Osasuna,2,0,H,2,0,H,12,12,6,1,5,5,6,7,0,1,0,0
30/09/2025,19:00,Valencia,Oviedo,1,2,A,1,0,H,16,10,5,4,5,4,14,12,1,4,0,1
03/10/2025,20:00,Osasuna,Getafe,2,1,H,1,1,D,7,6,3,2,1,6,11,14,1,4,0,0
04/10/2025,13:00,Oviedo,Levante,0,2,A,0,1,A,13,14,2,5,9,3,10,10,2,2,0,0
04/10/2025,15:15,Girona,Valencia,2,1,H,1,0,H,4,19,4,6,0,7,13,12,5,1,2,0
04/10/2025,17:30,Ath Bilbao,Mallorca,2,1,H,1,0,H,18,7,5,2,7,2,16,13,5,6,0,1
04/10/2025,20:00,Real Madrid,Villarreal,3,1,H,0,0,D,26,9,7,2,4,0,9,14,2,4,0,1
05/10/2025,13:00,Alaves,Elche,3,1,H,0,0,D,25,6,5,3,14,4,13,9,3,1,0,1
05/10/2025,15:15,Sevilla,Barcelona,4,1,H,2,1,H,13,17,5,8,7,6,18,9,7,5,0,0
05/10/2025,17:30,Espanol,Betis,1,2,A,1,0,H,14,12,5,3,10,5,16,4,2,6,0,0
05/10/2025,17:30,Sociedad,Vallecano,0,1,A,0,0,D,10,7,3,2,7,5,13,21,1,2,0,0
05/10/2025,20:00,Celta,Ath Madrid,1,1,D,0,1,A,18,6,4,1,6,3,7,10,1,3,0,1
17/10/2025,20:00,Oviedo,Espanol,0,2,A,0,0,D,13,19,4,10,3,5,9,8,2,1,0,0
18/10/2025,13:00,Sevilla,Mallorca,1,3,A,1,0,H,13,7,4,6,9,2,16,13,2,1,0,0
18/10/2025,15:15,Barcelona,Girona,2,1,H,1,1,D,27,11,9,4,11,5,10,7,1,2,0,0
18/10/2025,17:30,Villarreal,Betis,2,2,D,1,0,H,7,16,3,3,5,6,13,10,1,1,0,0
18/10/2025,20:00,Ath Madrid,Osasuna,1,0,H,0,0,D,18,9,9,2,4,2,10,11,1,3,0,0
19/10/2025,13:00,Elche,Ath Bilbao,0,0,D,0,0,D,15,4,5,1,6,2,14,20,2,3,0,0
19/10/2025,15:15,Celta,Sociedad,1,1,D,1,0,H,4,17,1,7,1,10,10,20,4,3,1,0
19/10/2025,17:30,Levante,Vallecano,0,3,A,0,2,A,17,10,4,5,11,4,6,18,0,1,0,0
19/10/2025,20:00,Getafe,Real Madrid,0,1,A,0,0,D,7,23,1,10,1,4,27,11,4,1,2,0
20/10/2025,20:00,Alaves,Valencia,0,0,D,0,0,D,13,5,3,2,7,0,13,20,1,2,0,0
24/10/2025,20:00,Sociedad,Sevilla,2,1,H,2,1,H,5,6,3,1,1,9,19,14,1,3,0,0
25/10/2025,13:00,Girona,Oviedo,3,3,D,0,1,A,8,10,6,5,11,4,13,16,4,3,0,0
25/10/2025,15:15,Espanol,Elche,1,0,H,0,0,D,16,13,7,4,4,2,14,15,4,2,0,0
25/10/2025,17:30,Ath Bilbao,Getafe,0,1,A,0,0,D,7,8,4,3,1,5,15,14,1,3,0,0
25/10/2025,20:00,Valencia,Villarreal,0,2,A,0,1,A,15,12,3,5,7,5,13,14,2,4,0,0
26/10/2025,13:00,Mallorca,Levante,1,1,D,0,1,A,20,13,4,5,5,4,8,13,3,2,0,0
26/10/2025,15:15,Real Madrid,Barcelona,2,1,H,2,1,H,23,15,10,6,12,4,12,9,5,5,1,1
26/10/2025,17:30,Osasuna,Celta,2,3,A,2,1,H,17,11,7,5,6,2,10,13,3,4,0,0
26/10/2025,20:00,Vallecano,Alaves,1,0,H,0,0,D,15,12,5,2,7,5,13,11,1,3,0,0
27/10/2025,20:00,Betis,Ath Madrid,0,2,A,0,2,A,17,9,5,4,2,5,9,18,2,1,0,0
31/10/2025,20:00,Getafe,Girona,2,1,H,0,0,D,12,8,4,4,8,3,17,15,1,1,0,0
01/11/2025,13:00,Villarreal,Vallecano,4,0,H,1,0,H,16,13,7,3,3,5,7,11,1,1,0,0
01/11/2025,15:15,Ath Madrid,Sevilla,3,0,H,0,0,D,15,10,6,2,9,4,9,12,0,3,0,0
01/11/2025,17:30,Sociedad,Ath Bilbao,3,2,H,1,1,D,9,11,5,4,6,2,20,8,2,3,0,0
01/11/2025,20:00,Real Madrid,Valencia,4,0,H,3,0,H,21,4,11,1,7,1,14,7,1,1,0,0
02/11/2025,13:00,Levante,Celta,1,2,A,0,1,A,9,20,3,6,4,4,10,12,2,3,1,0
02/11/2025,15:15,Alaves,Espanol,2,1,H,2,0,H,13,18,4,2,1,6,14,12,4,2,1,0
02/11/2025,17:30,Barcelona,Elche,3,1,H,2,1,H,17,9,5,3,6,3,12,16,0,1,0,0
02/11/2025,20:00,Betis,Mallorca,3,0,H,3,0,H,15,14,8,1,4,5,9,8,0,3,0,0
03/11/2025,20:00,Oviedo,Osasuna,0,0,D,0,0,D,8,11,2,5,4,2,17,17,3,1,0,0
07/11/2025,20:00,Elche,Sociedad,1,1,D,0,0,D,12,13,3,5,1,3,14,15,1,3,0,0
08/11/2025,13:00,Girona,Alaves,1,0,H,1,0,H,10,14,2,5,6,1,9,15,0,3,0,0
08/11/2025,15:15,Sevilla,Osasuna,1,0,H,0,0,D,10,9,4,3,5,6,21,13,5,3,0,0
08/11/2025,17:30,Ath Madrid,Levante,3,1,H,1,1,D,25,6,10,3,21,4,5,6,3,1,0,0
08/11/2025,20:00,Espanol,Villarreal,0,2,A,0,1,A,14,9,3,3,4,2,9,9,0,2,0,0
09/11/2025,13:00,Ath Bilbao,Oviedo,1,0,H,1,0,H,21,5,7,2,7,4,12,8,1,1,0,0
09/11/2025,15:15,Vallecano,Real Madrid,0,0,D,0,0,D,13,21,2,5,5,8,17,7,3,2,0,0
09/11/2025,17:30,Mallorca,Getafe,1,0,H,1,0,H,6,14,4,3,1,14,15,8,0,2,0,0
09/11/2025,17:30,Valencia,Betis,1,1,D,0,0,D,17,9,4,2,7,2,13,10,3,3,0,0
09/11/2025,20:00,Celta,Barcelona,2,4,A,2,3,A,5,21,3,9,2,5,13,10,1,5,0,1
21/11/2025,20:00,Valencia,Levante,1,0,H,0,0,D,14,8,3,1,7,0,16,15,4,3,0,0
22/11/2025,13:00,Alaves,Celta,0,1,A,0,0,D,5,7,2,4,4,2,21,15,2,2,0,0
22/11/2025,15:15,Barcelona,Ath Bilbao,4,0,H,2,0,H,19,13,7,2,5,7,9,9,0,2,0,1
22/11/2025,17:30,Osasuna,Sociedad,1,3,A,1,0,H,14,19,4,9,3,3,13,7,3,2,1,0
22/11/2025,20:00,Villarreal,Mallorca,2,1,H,1,1,D,14,9,7,3,3,1,17,8,2,2,0,0
23/11/2025,13:00,Oviedo,Vallecano,0,0,D,0,0,D,8,11,3,3,5,6,11,13,1,2,1,1
23/11/2025,15:15,Betis,Girona,1,1,D,0,1,A,23,11,7,4,8,0,10,16,3,4,1,0
23/11/2025,17:30,Getafe,Ath Madrid,0,1,A,0,0,D,9,13,1,6,6,7,9,17,2,3,0,0
23/11/2025,20:00,Elche,Real Madrid,2,2,D,0,0,D,15,20,6,7,2,8,10,8,4,0,1,0
24/11/2025,20:00,Espanol,Sevilla,2,1,H,0,0,D,8,22,5,6,4,13,18,7,4,1,0,0
28/11/2025,20:00,Getafe,Elche,1,0,H,0,0,D,15,9,6,4,3,5,18,11,2,2,0,0
29/11/2025,13:00,Mallorca,Osasuna,2,2,D,0,0,D,7,14,4,2,2,8,10,15,3,4,0,0
29/11/2025,15:15,Barcelona,Alaves,3,1,H,2,1,H,18,9,6,2,5,4,10,17,2,3,0,0
29/11/2025,17:30,Levante,Ath Bilbao,0,2,A,0,2,A,11,14,4,4,4,2,11,19,3,2,0,0
29/11/2025,20:00,Ath Madrid,Oviedo,2,0,H,2,0,H,14,12,8,1,7,2,5,8,0,1,0,0
30/11/2025,13:00,Sociedad,Villarreal,2,3,A,0,1,A,18,10,7,5,8,2,15,18,3,7,0,0
30/11/2025,15:15,Sevilla,Betis,0,2,A,0,0,D,9,9,3,4,6,4,14,22,2,3,1,0
30/11/2025,17:30,Celta,Espanol,0,1,A,0,0,D,11,9,4,2,4,3,12,15,1,2,0,0
30/11/2025,20:00,Girona,Real Madrid,1,1,D,1,0,H,10,25,4,4,2,5,9,13,3,0,0,0
01/12/2025,20:00,Vallecano,Valencia,1,1,D,1,0,H,19,10,7,2,10,5,11,9,1,1,0,0
02/12/2025,20:00,Barcelona,Ath Madrid,3,1,H,1,1,D,19,7,6,2,5,4,12,9,1,1,0,0
03/12/2025,18:00,Ath Bilbao,Real Madrid,0,3,A,0,2,A,9,13,4,8,5,7,15,4,2,0,0,0
05/12/2025,20:00,Oviedo,Mallorca,0,0,D,0,0,D,15,13,3,6,8,5,14,12,2,1,2,0
06/12/2025,13:00,Villarreal,Getafe,2,0,H,1,0,H,10,6,5,0,5,3,19,15,2,4,0,1
06/12/2025,15:15,Alaves,Sociedad,1,0,H,1,0,H,14,10,3,1,5,8,20,16,2,2,0,0
06/12/2025,17:30,Betis,Barcelona,3,5,A,1,4,A,17,16,5,8,7,7,14,9,5,2,0,0
06/12/2025,20:00,Ath Bilbao,Ath Madrid,1,0,H,0,0,D,14,7,3,3,5,6,9,12,3,2,0,0
07/12/2025,13:00,Elche,Girona,3,0,H,1,0,H,11,8,6,4,2,2,18,13,0,3,0,0
07/12/2025,15:15,Valencia,Sevilla,1,1,D,0,0,D,11,4,3,1,2,2,12,18,3,6,0,0
07/12/2025,17:30,Espanol,Vallecano,1,0,H,1,0,H,9,6,2,2,6,2,19,22,4,8,1,1
07/12/2025,20:00,Real Madrid,Celta,0,2,A,0,0,D,23,7,7,5,8,1,6,12,6,1,3,0
08/12/2025,20:00,Osasuna,Levante,2,0,H,2,0,H,14,11,6,5,3,3,15,7,2,2,0,0
12/12/2025,20:00,Sociedad,Girona,1,2,A,1,0,H,9,14,4,3,4,3,20,5,1,2,0,0
13/12/2025,13:00,Ath Madrid,Valencia,2,1,H,1,0,H,10,13,6,2,5,7,13,11,3,1,0,0
13/12/2025,15:15,Mallorca,Elche,3,1,H,1,1,D,15,9,8,0,1,1,13,13,3,0,0,0
13/12/2025,17:30,Barcelona,Osasuna,2,0,H,0,0,D,24,3,7,2,14,1,5,8,0,3,0,0
13/12/2025,20:00,Getafe,Espanol,0,1,A,0,0,D,11,6,1,4,6,4,18,17,5,1,0,0
14/12/2025,13:00,Sevilla,Oviedo,4,0,H,2,0,H,13,5,7,1,5,3,11,12,1,2,0,1
14/12/2025,15:15,Celta,Ath Bilbao,2,0,H,0,0,D,5,14,2,2,1,4,11,13,3,2,0,0
14/12/2025,20:00,Alaves,Real Madrid,1,2,A,0,1,A,6,13,2,6,5,7,12,13,3,1,0,0
15/12/2025,20:00,Vallecano,Betis,0,0,D,0,0,D,23,13,7,6,8,3,10,7,4,1,0,0
19/12/2025,20:00,Valencia,Mallorca,1,1,D,0,1,A,17,4,2,2,12,3,10,12,2,3,0,0
20/12/2025,13:00,Oviedo,Celta,0,0,D,0,0,D,10,6,3,2,4,3,14,7,2,1,0,0
20/12/2025,15:15,Levante,Sociedad,1,1,D,0,1,A,13,18,3,6,7,10,16,13,6,2,0,0
20/12/2025,17:30,Osasuna,Alaves,3,0,H,0,0,D,16,7,7,3,9,0,16,11,2,2,0,0
20/12/2025,20:00,Real Madrid,Sevilla,2,0,H,1,0,H,18,14,8,5,6,5,13,19,2,5,0,1
21/12/2025,13:00,Girona,Ath Madrid,0,3,A,0,2,A,9,14,2,6,3,4,7,14,2,0,0,0
21/12/2025,15:15,Villarreal,Barcelona,0,2,A,0,1,A,14,19,5,5,5,10,10,8,1,1,1,0
21/12/2025,17:30,Elche,Vallecano,4,0,H,1,0,H,18,18,6,8,4,5,15,11,2,3,0,0
21/12/2025,20:00,Betis,Getafe,4,0,H,1,0,H,19,15,8,3,7,5,13,12,0,1,0,0
22/12/2025,20:00,Ath Bilbao,Espanol,1,2,A,1,1,D,17,10,7,5,8,4,10,9,5,2,0,0
02/01/2026,20:00,Vallecano,Getafe,1,1,D,1,0,H,13,12,4,4,3,2,13,10,3,4,0,0
03/01/2026,13:00,Celta,Valencia,4,1,H,1,0,H,12,16,6,5,2,4,10,9,1,3,0,0
03/01/2026,15:15,Osasuna,Ath Bilbao,1,1,D,1,0,H,11,16,4,6,1,9,12,19,3,3,0,0
03/01/2026,17:30,Elche,Villarreal,1,3,A,1,2,A,15,12,2,4,6,2,8,11,3,3,0,0
03/01/2026,20:00,Espanol,Barcelona,0,2,A,0,0,D,14,15,7,6,5,7,10,14,1,0,0,0
04/01/2026,13:00,Sevilla,Levante,0,3,A,0,1,A,15,6,7,4,5,1,16,10,3,4,0,0
04/01/2026,15:15,Real Madrid,Betis,5,1,H,1,0,H,19,13,9,5,5,8,10,12,1,1,0,0
04/01/2026,17:30,Alaves,Oviedo,1,1,D,0,0,D,18,18,7,6,6,7,11,20,3,3,1,1
