Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
04/01/2026,17:30,Mallorca,Girona,1,2,A,0,1,A,9,9,2,4,3,6,10,14,2,1,0,0
04/01/2026,20:00,Sociedad,Ath Madrid,1,1,D,0,0,D,18,10,8,2,6,6,11,13,3,2,0,0
09/01/2026,20:00,Getafe,Sociedad,1,2,A,0,1,A,6,12,3,5,2,4,17,17,2,1,0,0
10/01/2026,13:00,Oviedo,Betis,1,1,D,0,0,D,13,15,3,6,5,2,15,8,3,1,0,0
10/01/2026,15:15,Villarreal,Alaves,3,1,H,0,0,D,11,16,4,5,1,6,10,14,0,2,0,0
10/01/2026,17:30,Girona,Osasuna,1,0,H,1,0,H,8,13,4,1,2,1,14,13,2,6,1,0
10/01/2026,20:00,Valencia,Elche,1,1,D,0,0,D,16,5,4,1,8,6,14,14,2,3,0,0
11/01/2026,13:00,Vallecano,Mallorca,2,1,H,2,1,H,14,9,5,2,6,5,14,14,1,5,1,0
11/01/2026,15:15,Levante,Espanol,1,1,D,0,0,D,8,19,2,3,4,3,10,9,0,1,0,0
12/01/2026,20:00,Sevilla,Celta,0,1,A,0,0,D,7,9,2,7,6,1,16,16,3,3,0,0
16/01/2026,20:00,Espanol,Girona,0,2,A,0,1,A,14,7,2,4,5,4,17,17,5,5,0,0
17/01/2026,13:00,Real Madrid,Levante,2,0,H,0,0,D,26,10,11,0,8,0,12,14,2,1,0,0
17/01/2026,15:15,Mallorca,Ath Bilbao,3,2,H,2,2,D,18,21,9,11,3,7,10,10,1,5,0,2
17/01/2026,17:30,Osasuna,Oviedo,3,2,H,1,1,D,16,13,5,5,3,6,14,15,1,4,1,0
17/01/2026,20:00,Betis,Villarreal,2,0,H,0,0,D,15,9,6,3,2,3,14,13,3,2,0,1
18/01/2026,13:00,Getafe,Valencia,0,1,A,0,0,D,14,7,3,1,9,3,8,18,2,3,0,1
18/01/2026,15:15,Ath Madrid,Alaves,1,0,H,0,0,D,23,8,6,0,6,6,13,5,1,1,0,0
18/01/2026,17:30,Celta,Vallecano,3,0,H,1,0,H,11,14,7,3,5,7,7,14,4,3,0,1
18/01/2026,20:00,Sociedad,Barcelona,2,1,H,1,0,H,8,25,6,9,6,8,13,8,3,3,1,0
19/01/2026,20:00,Elche,Sevilla,2,2,D,1,0,H,10,25,5,8,9,7,11,12,3,1,0,0
23/01/2026,20:00,Levante,Elche,3,2,H,0,1,A,26,6,6,3,9,1,13,13,2,3,0,0
24/01/2026,13:00,Vallecano,Osasuna,1,3,A,0,1,A,11,14,4,5,4,3,12,15,2,2,0,0
24/01/2026,15:15,Valencia,Espanol,3,2,H,1,0,H,10,16,5,6,2,7,13,10,1,5,0,0
24/01/2026,17:30,Sevilla,Ath Bilbao,2,1,H,1,1,D,10,15,7,3,5,5,16,12,2,1,0,0
24/01/2026,20:00,Villarreal,Real Madrid,0,2,A,0,0,D,8,14,1,4,6,6,19,10,3,1,0,0
25/01/2026,13:00,Ath Madrid,Mallorca,3,0,H,1,0,H,17,6,8,1,10,3,10,7,2,1,0,0
25/01/2026,15:15,Barcelona,Oviedo,3,0,H,0,0,D,15,12,7,3,10,1,8,21,1,2,0,0
25/01/2026,17:30,Sociedad,Celta,3,1,H,1,0,H,10,17,4,4,2,9,7,13,1,1,1,0
25/01/2026,20:00,Alaves,Betis,2,1,H,1,0,H,17,18,9,4,6,4,17,11,1,1,0,0
26/01/2026,20:00,Girona,Getafe,1,1,D,0,0,D,12,8,4,2,3,4,13,15,5,3,0,0
30/01/2026,20:00,Espanol,Alaves,1,2,A,1,1,D,10,11,3,7,4,2,15,15,0,1,0,0
31/01/2026,13:00,Oviedo,Girona,1,0,H,0,0,D,8,9,4,1,4,4,12,16,1,1,0,0
31/01/2026,15:15,Osasuna,Villarreal,2,2,D,2,1,H,15,5,5,4,6,2,15,7,2,2,0,0
31/01/2026,17:30,Levante,Ath Madrid,0,0,D,0,0,D,10,10,2,4,4,7,11,12,2,1,0,0
31/01/2026,20:00,Elche,Barcelona,1,3,A,1,2,A,9,30,3,8,2,8,15,9,2,1,0,0
01/02/2026,13:00,Real Madrid,Vallecano,2,1,H,1,0,H,16,11,6,4,9,4,6,18,2,8,0,2
01/02/2026,15:15,Betis,Valencia,2,1,H,1,1,D,14,15,2,4,3,5,15,13,0,4,0,0
01/02/2026,17:30,Getafe,Celta,0,0,D,0,0,D,9,5,2,1,5,3,16,14,1,2,0,0
01/02/2026,20:00,Ath Bilbao,Sociedad,1,1,D,0,1,A,19,9,4,6,6,3,14,14,4,2,0,1
02/02/2026,20:00,Mallorca,Sevilla,4,1,H,1,1,D,11,15,7,5,4,8,16,8,1,1,0,0
06/02/2026,20:00,Celta,Osasuna,1,2,A,0,1,A,18,8,4,2,7,3,9,14,2,2,0,0
07/02/2026,15:15,Barcelona,Mallorca,3,0,H,1,0,H,24,9,7,4,12,3,7,9,0,0,0,0
07/02/2026,20:00,Sociedad,Elche,3,1,H,2,1,H,11,11,3,5,2,4,14,8,0,4,0,0
08/02/2026,13:00,Alaves,Getafe,0,2,A,0,0,D,13,17,5,5,6,3,20,20,2,5,0,0
08/02/2026,15:15,Ath Bilbao,Levante,4,2,H,2,0,H,22,6,7,3,4,3,17,10,2,1,0,1
08/02/2026,15:15,Sevilla,Girona,1,1,D,0,1,A,11,15,3,6,5,7,16,13,3,3,0,0
08/02/2026,17:30,Ath Madrid,Betis,0,1,A,0,1,A,10,8,5,4,7,3,12,3,3,1,0,0
08/02/2026,20:00,Valencia,Real Madrid,0,2,A,0,0,D,7,11,0,6,5,8,10,13,1,1,0,0
09/02/2026,20:00,Villarreal,Espanol,4,1,H,2,0,H,10,9,3,2,5,8,18,11,3,3,0,0
13/02/2026,20:00,Elche,Osasuna,0,0,D,0,0,D,17,6,5,2,10,3,13,18,2,4,0,0
14/02/2026,13:00,Espanol,Celta,2,2,D,0,1,A,9,14,3,5,2,2,9,11,1,0,0,0
14/02/2026,15:15,Getafe,Villarreal,2,1,H,1,0,H,5,8,2,2,3,4,21,17,2,3,0,0
14/02/2026,17:30,Sevilla,Alaves,1,1,D,1,0,H,4,12,2,1,0,3,16,13,5,0,2,0
14/02/2026,20:00,Real Madrid,Sociedad,4,1,H,3,1,H,11,13,5,3,4,6,10,9,1,1,0,0
15/02/2026,13:00,Oviedo,Ath Bilbao,1,2,A,1,0,H,7,13,1,4,2,3,8,20,2,3,0,0
15/02/2026,15:15,Vallecano,Ath Madrid,3,0,H,2,0,H,13,9,9,3,4,8,10,13,1,3,0,0
15/02/2026,17:30,Levante,Valencia,0,2,A,0,0,D,9,5,1,2,3,2,11,10,3,2,1,0
15/02/2026,20:00,Mallorca,Betis,1,2,A,0,2,A,14,17,3,8,7,3,16,10,4,3,0,0
16/02/2026,20:00,Girona,Barcelona,2,1,H,0,0,D,13,27,9,4,3,7,10,6,1,2,1,0
18/02/2026,19:00,Levante,Villarreal,0,1,A,0,0,D,16,15,4,6,3,2,13,20,3,4,0,0
20/02/2026,20:00,Ath Bilbao,Elche,2,1,H,0,0,D,18,2,8,2,4,1,18,9,3,3,0,0
21/02/2026,13:00,Sociedad,Oviedo,3,3,D,0,0,D,15,14,8,6,7,6,13,16,2,1,0,0
21/02/2026,15:15,Betis,Vallecano,1,1,D,1,1,D,14,12,3,3,3,5,14,13,4,3,0,0
21/02/2026,17:30,Osasuna,Real Madrid,2,1,H,1,0,H,13,15,2,5,3,7,19,10,2,4,0,0
21/02/2026,20:00,Ath Madrid,Espanol,4,2,H,1,1,D,18,8,9,2,5,3,8,10,0,1,0,0
22/02/2026,13:00,Getafe,Sevilla,0,1,A,0,0,D,6,6,3,1,2,2,5,18,1,1,1,0
22/02/2026,15:15,Barcelona,Levante,3,0,H,2,0,H,22,5,9,2,13,6,12,10,2,1,0,0
22/02/2026,17:30,Celta,Mallorca,2,0,H,0,0,D,20,1,7,0,7,2,11,10,1,5,0,0
22/02/2026,20:00,Villarreal,Valencia,2,1,H,2,1,H,12,8,5,3,5,4,7,16,2,4,0,0
23/02/2026,20:00,Alaves,Girona,2,2,D,1,1,D,17,10,6,5,7,6,18,6,2,2,0,0
27/02/2026,20:00,Levante,Alaves,2,0,H,0,0,D,22,17,5,7,10,6,14,16,1,6,0,1
28/02/2026,13:00,Vallecano,Ath Bilbao,1,1,D,1,0,H,15,8,7,2,5,4,8,17,2,3,0,0
28/02/2026,15:15,Barcelona,Villarreal,4,1,H,2,0,H,19,6,8,1,3,2,11,9,2,1,0,0
28/02/2026,17:30,Mallorca,Sociedad,0,1,A,0,1,A,6,12,1,2,3,7,6,22,0,2,0,0
28/02/2026,20:00,Oviedo,Ath Madrid,0,1,A,0,0,D,16,12,6,1,8,3,12,6,2,2,0,0
01/03/2026,13:00,Elche,Espanol,2,2,D,1,1,D,17,9,9,4,3,1,14,23,1,6,0,1
01/03/2026,15:15,Valencia,Osasuna,1,0,H,0,0,D,14,8,1,0,5,4,14,13,3,3,0,0
01/03/2026,17:30,Betis,Sevilla,2,2,D,2,0,H,9,14,2,6,4,3,12,15,3,3,0,0
01/03/2026,20:00,Girona,Celta,1,2,A,1,0,H,15,7,7,5,10,6,9,8,2,2,0,0
02/03/2026,20:00,Real Madrid,Getafe,0,1,A,0,1,A,18,9,7,3,10,2,11,17,4,6,1,1
04/03/2026,18:00,Vallecano,Oviedo,3,0,H,1,0,H,19,8,7,2,12,2,10,10,0,2,0,0
06/03/2026,20:00,Celta,Real Madrid,1,2,A,1,1,D,8,14,4,3,1,6,4,12,1,2,0,0
07/03/2026,13:00,Osasuna,Mallorca,2,2,D,0,1,A,22,8,5,4,8,0,11,12,2,5,1,1
07/03/2026,15:15,Levante,Girona,1,1,D,0,0,D,14,22,4,5,2,3,15,9,2,2,1,0
07/03/2026,17:30,Ath Madrid,Sociedad,3,2,H,1,1,D,24,7,9,3,8,1,6,10,1,1,0,0
07/03/2026,20:00,Ath Bilbao,Barcelona,0,1,A,0,0,D,10,7,3,2,2,4,11,9,2,1,0,0
08/03/2026,13:00,Villarreal,Elche,2,1,H,2,0,H,16,13,7,6,4,6,11,16,1,2,0,0
08/03/2026,15:15,Getafe,Betis,2,0,H,2,0,H,9,14,5,5,3,8,19,8,3,2,0,0
08/03/2026,17:30,Sevilla,Vallecano,1,1,D,1,0,H,11,9,2,2,6,2,13,15,1,3,0,0
08/03/2026,20:00,Valencia,Alaves,3,2,H,0,1,A,19,10,8,4,10,2,9,17,1,6,0,2
09/03/2026,20:00,Espanol,Oviedo,1,1,D,1,1,D,28,6,9,3,8,0,19,13,3,2,0,0
13/03/2026,20:00,Alaves,Villarreal,1,1,D,1,0,H,8,10,0,4,5,2,19,11,4,1,0,0
14/03/2026,13:00,Girona,Ath Bilbao,3,0,H,1,0,H,14,20,6,9,2,9,8,16,0,2,0,0
14/03/2026,15:15,Ath Madrid,Getafe,1,0,H,1,0,H,16,7,5,3,10,3,11,11,3,3,0,1
14/03/2026,17:30,Oviedo,Valencia,1,0,H,1,0,H,11,13,6,2,4,7,12,11,3,2,0,0
14/03/2026,20:00,Real Madrid,Elche,4,1,H,2,0,H,14,11,6,1,5,4,11,21,1,3,0,0
15/03/2026,13:00,Mallorca,Espanol,2,1,H,0,1,A,26,10,12,2,5,6,11,14,3,3,0,1
15/03/2026,15:15,Barcelona,Sevilla,5,2,H,3,1,H,13,8,8,4,3,4,5,14,0,1,0,0
15/03/2026,17:30,Betis,Celta,1,1,D,0,1,A,19,7,6,3,3,4,11,16,2,3,0,0
15/03/2026,20:00,Sociedad,Osasuna,3,1,H,2,0,H,14,13,6,5,3,5,16,11,3,0,0,0
16/03/2026,20:00,Vallecano,Levante,1,1,D,0,1,A,18,19,4,5,5,6,10,13,3,5,1,0
20/03/2026,20:00,Villarreal,Sociedad,3,1,H,3,0,H,21,11,10,4,4,5,10,11,0,2,0,0
21/03/2026,13:00,Elche,Mallorca,2,1,H,0,0,D,13,11,4,4,2,2,12,11,2,2,0,0
21/03/2026,15:15,Espanol,Getafe,1,2,A,0,2,A,15,10,5,5,12,9,14,20,2,7,0,0
21/03/2026,17:30,Levante,Oviedo,4,2,H,2,2,D,20,10,8,2,3,1,17,18,2,3,0,0
21/03/2026,17:30,Osasuna,Girona,1,0,H,0,0,D,19,5,11,0,6,2,18,7,2,1,0,0
21/03/2026,20:00,Sevilla,Valencia,0,2,A,0,2,A,13,9,2,4,1,3,13,6,2,1,0,0
22/03/2026,13:00,Barcelona,Vallecano,1,0,H,1,0,H,15,8,4,4,6,9,12,11,3,4,0,0
22/03/2026,15:15,Celta,Alaves,3,4,A,3,1,H,12,14,5,6,4,1,13,16,2,2,0,0
22/03/2026,17:30,Ath Bilbao,Betis,2,1,H,2,0,H,11,11,6,3,6,5,10,6,1,1,0,0
22/03/2026,20:00,Real Madrid,Ath Madrid,3,2,H,0,1,A,17,13,10,7,4,1,2,15,1,4,1,0
03/04/2026,20:00,Vallecano,Elche,1,0,H,0,0,D,21,9,5,4,9,4,17,9,0,4,0,1
04/04/2026,13:00,Sociedad,Levante,2,0,H,1,0,H,18,8,5,4,11,5,11,15,2,3,0,0
04/04/2026,15:15,Mallorca,Real Madrid,2,1,H,1,0,H,6,15,2,6,6,4,16,13,3,2,0,0
04/04/2026,17:30,Betis,Espanol,0,0,D,0,0,D,19,8,6,1,4,3,12,18,1,3,0,0
04/04/2026,20:00,Ath Madrid,Barcelona,1,2,A,1,1,D,6,22,2,8,1,9,15,11,6,2,1,0
05/04/2026,13:00,Getafe,Ath Bilbao,2,0,H,1,0,H,10,5,6,0,4,3,11,11,3,1,0,0
05/04/2026,15:15,Valencia,Celta,2,3,A,1,0,H,13,9,4,5,6,0,14,21,1,3,0,0
05/04/2026,17:30,Oviedo,Sevilla,1,0,H,1,0,H,7,9,4,0,5,9,11,12,5,3,0,1
05/04/2026,20:00,Alaves,Osasuna,2,2,D,1,1,D,18,8,6,5,7,1,7,17,2,5,0,0
06/04/2026,20:00,Girona,Villarreal,1,0,H,1,0,H,10,9,2,0,7,4,8,9,2,2,0,0
10/04/2026,20:00,Real Madrid,Girona,1,1,D,0,0,D,22,10,9,2,10,1,9,13,2,1,0,0
11/04/2026,13:00,Sociedad,Alaves,3,3,D,2,2,D,12,12,4,2,9,5,11,18,2,4,1,0
11/04/2026,15:15,Elche,Valencia,1,0,H,0,0,D,8,22,2,8,5,9,15,18,1,1,0,0
11/04/2026,17:30,Barcelona,Espanol,4,1,H,2,0,H,20,10,10,2,7,5,10,18,3,6,0,0
11/04/2026,20:00,Sevilla,Ath Madrid,2,1,H,2,1,H,11,13,2,2,6,6,7,12,4,4,0,0
12/04/2026,13:00,Osasuna,Betis,1,1,D,1,1,D,12,8,4,3,6,3,14,12,3,4,0,0
12/04/2026,15:15,Mallorca,Vallecano,3,0,H,2,0,H,12,17,4,3,6,7,13,11,1,4,0,0
12/04/2026,17:30,Celta,Oviedo,0,3,A,0,2,A,9,8,6,5,4,1,9,13,1,2,0,0
12/04/2026,20:00,Ath Bilbao,Villarreal,1,2,A,0,2,A,18,12,6,6,15,3,15,8,2,3,0,0
13/04/2026,20:00,Levante,Getafe,1,0,H,0,0,D,22,5,4,1,8,2,12,24,2,7,0,1
21/04/2026,18:00,Ath Bilbao,Osasuna,1,0,H,1,0,H,7,8,2,3,5,4,12,11,3,2,1,0
21/04/2026,18:00,Mallorca,Valencia,1,1,D,0,0,D,20,10,8,3,7,4,9,12,0,2,0,0
21/04/2026,20:30,Girona,Betis,2,3,A,1,1,D,9,7,2,3,3,1,11,18,1,3,0,0
21/04/2026,20:30,Real Madrid,Alaves,2,1,H,1,0,H,24,19,8,5,9,6,14,12,1,1,0,0
22/04/2026,18:00,Elche,Ath Madrid,3,2,H,2,2,D,14,6,6,3,13,3,11,12,2,2,0,1
22/04/2026,19:00,Sociedad,Getafe,0,1,A,0,1,A,13,5,4,0,6,3,13,22,4,5,0,0
22/04/2026,20:30,Barcelona,Celta,1,0,H,1,0,H,10,6,3,3,5,3,13,10,1,1,0,0
23/04/2026,18:00,Levante,Sevilla,2,0,H,1,0,H,8,7,3,0,3,6,17,16,3,4,0,0
23/04/2026,19:00,Vallecano,Espanol,1,0,H,0,0,D,17,15,6,4,6,5,12,15,2,4,0,0
23/04/2026,20:30,Oviedo,Villarreal,1,1,D,0,1,A,16,7,4,3,7,0,9,11,1,1,0,0
24/04/2026,20:00,Betis,Real Madrid,1,1,D,0,1,A,19,12,4,8,7,6,10,8,1,2,0,0
25/04/2026,13:00,Alaves,Mallorca,2,1,H,0,1,A,15,4,4,2,9,4,15,14,2,1,0,0
25/04/2026,15:15,Getafe,Barcelona,0,2,A,0,1,A,4,13,0,4,6,3,15,8,2,2,0,0
25/04/2026,17:30,Valencia,Girona,2,1,H,0,0,D,12,7,3,4,4,4,22,8,2,2,0,0
25/04/2026,20:00,Ath Madrid,Ath Bilbao,3,2,H,0,1,A,6,12,4,4,3,4,8,12,0,0,0,0
26/04/2026,13:00,Vallecano,Sociedad,3,3,D,1,1,D,24,13,9,8,6,4,14,12,6,4,1,0
26/04/2026,15:15,Oviedo,Elche,1,2,A,0,2,A,12,4,3,4,6,1,21,14,2,0,0,1
26/04/2026,17:30,Osasuna,Sevilla,2,1,H,0,0,D,15,8,7,2,4,4,11,13,2,2,0,0
26/04/2026,20:00,Villarreal,Celta,2,1,H,2,0,H,13,9,4,3,7,5,13,16,3,6,0,0
27/04/2026,20:00,Espanol,Levante,0,0,D,0,0,D,9,8,3,4,4,4,12,15,3,3,1,0
01/05/2026,20:00,Girona,Mallorca,0,1,A,0,1,A,14,8,4,4,5,2,8,25,4,2,0,0
02/05/2026,13:00,Villarreal,Levante,5,1,H,1,0,H,20,12,8,3,7,3,14,7,3,1,0,0
02/05/2026,15:15,Valencia,Ath Madrid,0,2,A,0,0,D,12,20,0,5,1,7,9,12,1,3,0,0
02/05/2026,17:30,Alaves,Ath Bilbao,2,4,A,1,0,H,7,9,4,4,4,7,8,13,4,4,0,0
02/05/2026,20:00,Osasuna,Barcelona,1,2,A,0,0,D,9,13,4,4,3,7,9,10,2,2,0,0
03/05/2026,13:00,Celta,Elche,3,1,H,2,0,H,6,15,4,4,4,2,14,15,2,1,0,0
03/05/2026,15:15,Getafe,Vallecano,0,2,A,0,1,A,13,10,3,6,4,1,7,22,3,5,0,0
03/05/2026,17:30,Betis,Oviedo,3,0,H,2,0,H,10,17,5,5,5,4,9,4,0,0,0,0
03/05/2026,20:00,Espanol,Real Madrid,0,2,A,0,0,D,17,15,3,5,5,6,19,16,3,4,0,0
04/05/2026,20:00,Sevilla,Sociedad,1,0,H,0,0,D,19,6,5,0,3,3,19,11,3,1,0,0
08/05/2026,20:00,Levante,Osasuna,3,2,H,2,2,D,35,5,12,3,15,1,11,13,2,0,0,1
09/05/2026,13:00,Elche,Alaves,1,1,D,0,0,D,16,12,5,4,7,3,15,13,3,6,0,0
09/05/2026,15:15,Sevilla,Espanol,2,1,H,0,0,D,21,10,6,5,4,6,14,17,5,5,0,0
09/05/2026,17:30,Ath Madrid,Celta,0,1,A,0,0,D,20,3,4,1,10,0,11,13,1,2,0,0
09/05/2026,20:00,Sociedad,Betis,2,2,D,0,1,A,14,14,6,6,4,3,12,9,2,3,0,1
10/05/2026,13:00,Mallorca,Villarreal,1,1,D,1,1,D,18,7,8,2,5,4,17,13,2,0,0,0
10/05/2026,15:15,Ath Bilbao,Valencia,0,1,A,0,0,D,14,7,4,3,13,5,9,7,2,3,0,0
10/05/2026,17:30,Oviedo,Getafe,0,0,D,0,0,D,8,22,4,4,1,9,9,16,2,3,2,0
10/05/2026,20:00,Barcelona,Real Madrid,2,0,H,2,0,H,10,8,7,1,4,8,18,9,2,4,0,0
11/05/2026,20:00,Vallecano,Girona,1,1,D,0,0,D,18,9,5,5,9,5,10,9,1,1,0,0
12/05/2026,18:00,Celta,Levante,2,3,A,1,1,D,11,14,6,6,4,4,7,10,0,2,0,0
12/05/2026,19:00,Betis,Elche,2,1,H,1,1,D,16,8,7,2,8,1,16,13,3,3,0,1
12/05/2026,20:30,Osasuna,Ath Madrid,1,2,A,0,1,A,23,5,5,4,8,4,15,12,6,5,0,1
13/05/2026,18:00,Espanol,Ath Bilbao,2,0,H,0,0,D,12,11,5,4,8,9,9,14,0,0,0,0
13/05/2026,18:00,Villarreal,Sevilla,2,3,A,2,2,D,6,13,4,5,6,4,11,9,2,1,0,0
13/05/2026,20:30,Alaves,Barcelona,1,0,H,1,0,H,9,8,3,0,6,4,14,8,1,2,0,0
13/05/2026,20:30,Getafe,Mallorca,3,1,H,2,0,H,6,9,4,2,3,3,17,18,3,4,0,0
14/05/2026,18:00,Valencia,Vallecano,1,1,D,1,1,D,12,6,3,3,5,1,9,20,1,1,0,0
14/05/2026,19:00,Girona,Sociedad,1,1,D,0,1,A,29,6,4,2,6,3,13,19,2,7,0,0
14/05/2026,20:30,Real Madrid,Oviedo,2,0,H,1,0,H,19,9,7,1,4,5,7,14,0,0,0,0
